,Diagnose,Word,Occurrences
13222,2,128,2
13223,2,457,2
13224,2,phagocyte,7
13225,2,cellcell,1
13226,2,functionassociated,2
13227,2,designation,1
13228,2,mediates,1
13229,2,complementmediated,1
13230,2,phagocytosis,1
13231,2,phagocytic,1
13232,2,expressing,1
13233,2,facilitating,1
13234,2,insight,2
13235,2,sugar,6
13236,2,breakdown,4
13237,2,monosaccharid,2
13238,2,trivial,2
13239,2,molar,2
13240,2,osmot,1
13241,2,moieti,1
13242,2,fece,1
13243,2,unabsorb,1
13244,2,oblig,2
13245,2,cation,2
13246,2,exactli,1
13247,2,millimol,1
13248,2,organic,3
13249,2,converting,1
13250,2,monosaccharide,2
13251,2,osmotic,1
13252,2,moiety,1
13253,2,feces,1
13254,2,unabsorbed,1
13255,2,adding,1
13256,2,obligated,1
13257,2,exactly,1
13258,2,millimole,1
13259,2,obligates,1
13260,2,excessive,2
13261,2,fibromyalgia,18
13262,2,irrit,3
13263,2,selfadminist,1
13264,2,questionnair,1
13265,2,degen,1
13266,2,joint,4
13267,2,djd,10
13268,2,ninetynin,1
13269,2,regular,2
13270,2,lax,1
13271,2,absent,2
13272,2,felt,2
13273,2,wors,1
13274,2,exacerb,1
13275,2,ib,1
13276,2,irritable,3
13277,2,selfadministered,1
13278,2,questionnaire,1
13279,2,degenerative,1
13280,2,ninetynine,1
13281,2,alternating,4
13282,2,laxative,1
13283,2,worse,1
13284,2,exacerbation,1
13285,2,ibs,1
13286,2,glucosid,12
13287,2,novel,2
13288,2,022,2
13289,2,mumol24,8
13290,2,041,2
13291,2,006,2
13292,2,chromatographymass,2
13293,2,spectrometrycharacter,1
13294,2,trihydroxi,2
13295,2,stillunknown,2
13296,2,052,2
13297,2,013,4
13298,2,cholic,2
13299,2,enterohepat,1
13300,2,glycosid,1
13301,2,glucoside,12
13302,2,glucuronides,2
13303,2,spectrometrycharacterized,1
13304,2,trihydroxy,2
13305,2,derivative,1
13306,2,chenodeoxycholic,1
13307,2,amounted,1
13308,2,enterohepatic,1
13309,2,glycosidic,1
13310,2,glucuronidation,1
13311,2,stabilis,2
13312,2,januari,1
13313,2,novemb,1
13314,2,newborn,2
13315,2,detriment,1
13316,2,stabilisation,1
13317,2,january,1
13318,2,november,1
13319,2,stabilised,1
13320,2,detrimental,1
13321,2,cryptosporidiosi,2
13322,2,rnu,16
13323,2,rnurnu,6
13324,2,athym,3
13325,2,mammal,2
13326,2,cryptosporidium,10
13327,2,heterozyg,1
13328,2,litterm,1
13329,2,oocyt,1
13330,2,orogastr,4
13331,2,oocyst,5
13332,2,brushbord,3
13333,2,tlymphocytemedi,1
13334,2,homozygos,1
13335,2,cryptosporidi,6
13336,2,rnurnuinfect,1
13337,2,rnurnuuninfect,1
13338,2,selfresolv,1
13339,2,1015,2
13340,2,anticryptosporidi,1
13341,2,a405,4
13342,2,009,2
13343,2,macromolecul,2
13344,2,kd,2
13345,2,lactas,1
13346,2,nude,2
13347,2,tlymphocyt,1
13348,2,recoveri,2
13349,2,avenu,1
13350,2,cryptosporidiosis,2
13351,2,athymic,3
13352,2,immunosuppressed,1
13353,2,heterozygous,1
13354,2,littermates,1
13355,2,challenging,1
13356,2,oocyte,1
13357,2,orogastrically,1
13358,2,immunodeficient,1
13359,2,oocysts,1
13360,2,brushborder,3
13361,2,tlymphocytemediated,1
13362,2,homozygosity,1
13363,2,cryptosporidial,6
13364,2,rnurnuinfected,1
13365,2,rnurnuuninfected,1
13366,2,selfresolving,1
13367,2,orogastric,3
13368,2,mounted,1
13369,2,anticryptosporidial,1
13370,2,macromolecule,2
13371,2,lactase,1
13372,2,tlymphocyte,1
13373,2,recovery,2
13374,2,avenue,1
13375,2,display,2
13376,2,extrapancreat,1
13377,2,homogen,1
13378,2,debrid,1
13379,2,summari,1
13380,2,extrapancreatic,1
13381,2,homogeneous,1
13382,2,excluding,1
13383,2,debridement,1
13384,2,summary,1
13385,2,psycholog,3
13386,2,psychotherapi,1
13387,2,gastroenterologist,2
13388,2,psychiatr,1
13389,2,constant,2
13390,2,psychological,3
13391,2,psychotherapy,1
13392,2,rating,1
13393,2,psychiatric,1
13394,2,exacerbated,1
13395,2,helped,1
13396,2,killer,16
13397,2,4hr,2
13398,2,chromium,2
13399,2,k562,2
13400,2,invers,1
13401,2,prothrombin,2
13402,2,depression,1
13403,2,inversely,1
13404,2,rotat,2
13405,2,fixat,1
13406,2,midgut,14
13407,2,ladd,8
13408,2,malrot,4
13409,2,appendectomi,1
13410,2,rotation,2
13411,2,fixation,1
13412,2,malrotation,4
13413,2,appendectomy,1
13414,2,surviving,1
13415,2,procoagul,1
13416,2,pca,8
13417,2,tf,8
13418,2,tumour,2
13419,2,tumourassoci,1
13420,2,arthriti,2
13421,2,quartil,1
13422,2,inhibitor,2
13423,2,38000,2
13424,2,haemostasi,1
13425,2,procoagulant,1
13426,2,tumourassociated,1
13427,2,arthritis,2
13428,2,quartile,1
13429,2,haemostasis,1
13430,2,intravaric,1
13431,2,peristalt,2
13432,2,postei,1
13433,2,veloc,1
13434,2,dysmotil,1
13435,2,intravariceal,1
13436,2,peristaltic,2
13437,2,posteis,1
13438,2,velocity,1
13439,2,impairs,1
13440,2,restored,1
13441,2,dysmotility,1
13442,2,sevenyear,4
13443,2,fundu,2
13444,2,112,2
13445,2,fundal,4
13446,2,amen,1
13447,2,008,2
13448,2,extension,1
13449,2,fundus,2
13450,2,junctional,3
13451,2,amenable,1
13452,3,limit,2
13453,3,brain,2
13454,3,toler,1
13455,3,daili,7
13456,3,increment,2
13457,3,serum,2
13458,3,sodium,6
13459,3,chronic,4
13460,3,hyponatraem,1
13461,3,rat,4
13462,3,treat,1
13463,3,hyperton,1
13464,3,salin,1
13465,3,urea,8
13466,3,advantag,1
13467,3,one,2
13468,3,present,1
13469,3,consensu,1
13470,3,optim,1
13471,3,manag,1
13472,3,hyponatraemia,4
13473,3,prevent,2
13474,3,demyelin,1
13475,3,lesion,2
13476,3,evalu,1
13477,3,larg,1
13478,3,seri,1
13479,3,n,6
13480,3,hundred,2
13481,3,and,2
13482,3,thirtysix,2
13483,3,protect,1
13484,3,role,2
13485,3,treatment,2
13486,3,sever,1
13487,3,group,2
13488,3,fiftyon,1
13489,3,compar,1
13490,3,bolus,3
13491,3,ii,2
13492,3,fortysix,2
13493,3,divid,1
13494,3,dose,1
13495,3,iii,2
13496,3,thirtynin,1
13497,3,administ,1
13498,3,intraperiton,1
13499,3,fortyeight,2
13500,3,h,2
13501,3,assess,1
13502,3,histolog,1
13503,3,score,2
13504,3,two,2
13505,3,ninetyf,2
13506,3,injur,2
13507,3,anim,1
13508,3,appear,1
13509,3,absolut,1
13510,3,na,2
13511,3,concentr,1
13512,3,delta,10
13513,3,sna,10
13514,3,twenti,2
13515,3,mmol,6
13516,3,day1,6
13517,3,l1,6
13518,3,neurolog,1
13519,3,injuri,7
13520,3,gradual,1
13521,3,worsen,1
13522,3,beyond,2
13523,3,transit,1
13524,3,zone,4
13525,3,greater,2
13526,3,equal,2
13527,3,less,1
13528,3,twentythre,1
13529,3,eightynin,1
13530,3,hundr,2
13531,3,reach,1
13532,3,rapidli,1
13533,3,attest,1
13534,3,observ,2
13535,3,mean,2
13536,3,bolu,3
13537,3,inject,1
13538,3,nineteen,2
13539,3,mmoll,4
13540,3,achiev,1
13541,3,similar,1
13542,3,three,2
13543,3,correct,1
13544,3,threshold,2
13545,3,toxic,2
13546,3,first,2
13547,3,twentyfour,4
13548,3,second,2
13549,3,day,2
13550,3,tolerance,1
13551,3,daily,7
13552,3,chronically,1
13553,3,hyponatraemic,1
13554,3,treated,1
13555,3,hypertonic,4
13556,3,saline,1
13557,3,advantage,1
13558,3,consensus,1
13559,3,optimal,1
13560,3,management,1
13561,3,demyelinating,1
13562,3,evaluated,1
13563,3,large,1
13564,3,series,1
13565,3,protective,1
13566,3,severe,1
13567,3,fiftyone,1
13568,3,compared,1
13569,3,divided,1
13570,3,dos,1
13571,3,thirtynine,1
13572,3,administered,1
13573,3,intraperitoneally,1
13574,3,severity,1
13575,3,assessed,1
13576,3,histological,1
13577,3,scoring,1
13578,3,ninetyfive,2
13579,3,injured,2
13580,3,animal,1
13581,3,appeared,1
13582,3,absolute,1
13583,3,concentration,1
13584,3,twenty,2
13585,3,neurological,1
13586,3,injury,7
13587,3,gradually,1
13588,3,worsened,1
13589,3,transition,1
13590,3,le,1
13591,3,twentythree,1
13592,3,eightynine,1
13593,3,reached,1
13594,3,rapidly,1
13595,3,attested,1
13596,3,comparable,1
13597,3,observed,1
13598,3,injection,2
13599,3,achieving,1
13600,3,correction,1
13601,3,rehabilit,1
13602,3,quadriparesi,2
13603,3,secondari,1
13604,3,spinal,2
13605,3,cord,2
13606,3,sarcoidosi,3
13607,3,multisystem,2
13608,3,granulomat,2
13609,3,disord,1
13610,3,rare,1
13611,3,involv,1
13612,3,report,1
13613,3,describ,1
13614,3,cours,1
13615,3,31yrold,2
13616,3,man,2
13617,3,patient,6
13618,3,insidi,1
13619,3,progress,3
13620,3,weak,2
13621,3,arm,2
13622,3,leg,2
13623,3,six,2
13624,3,week,2
13625,3,examin,1
13626,3,reveal,1
13627,3,c4,2
13628,3,incomplet,1
13629,3,comput,4
13630,3,tomographi,2
13631,3,demonstr,1
13632,3,intrins,2
13633,3,brainstem,2
13634,3,approxim,1
13635,3,t8,2
13636,3,magnet,3
13637,3,reson,3
13638,3,imag,1
13639,3,mri,2
13640,3,suggest,1
13641,3,cervic,2
13642,3,laminectomi,1
13643,3,confirm,1
13644,3,noncas,1
13645,3,granuloma,2
13646,3,start,2
13647,3,high,2
13648,3,steroid,2
13649,3,subsequ,1
13650,3,gain,6
13651,3,strength,12
13652,3,distal,4
13653,3,upper,2
13654,3,extrem,1
13655,3,sent,2
13656,3,45,4
13657,3,2,2
13658,3,35,4
13659,3,lower,2
13660,3,right,2
13661,3,side,2
13662,3,slightli,1
13663,3,stronger,2
13664,3,left,4
13665,3,proxim,2
13666,3,musculatur,1
13667,3,sensori,1
13668,3,intact,2
13669,3,except,2
13670,3,c8,2
13671,3,t2,2
13672,3,dermatom,1
13673,3,depend,1
13674,3,selfcar,1
13675,3,mobil,1
13676,3,feed,1
13677,3,initi,2
13678,3,inhibit,1
13679,3,spastic,2
13680,3,requir,2
13681,3,medic,11
13682,3,discharg,1
13683,3,independ,1
13684,3,wheelchair,2
13685,3,level,2
13686,3,four,10
13687,3,hand,2
13688,3,exam,2
13689,3,chang,1
13690,3,followup,2
13691,3,studi,2
13692,3,reduct,1
13693,3,review,1
13694,3,previou,2
13695,3,case,2
13696,3,myelopathi,1
13697,3,common,2
13698,3,complaint,2
13699,3,segment,2
13700,3,commonli,1
13701,3,surviv,1
13702,3,averag,3
13703,3,almost,2
13704,3,year,2
13705,3,signific,1
13706,3,made,2
13707,3,function,2
13708,3,statu,4
13709,3,special,3
13710,3,consider,1
13711,3,recommend,1
13712,3,discuss,1
13713,3,rehabilitation,1
13714,3,quadriparesis,2
13715,3,secondary,1
13716,3,sarcoidosis,3
13717,3,granulomatous,2
13718,3,disorder,1
13719,3,rarely,1
13720,3,involves,1
13721,3,describes,1
13722,3,presentation,1
13723,3,rehabilitative,2
13724,3,course,1
13725,3,insidious,1
13726,3,progressive,2
13727,3,weakness,1
13728,3,evaluation,1
13729,3,examination,1
13730,3,revealed,1
13731,3,incomplete,1
13732,3,computed,4
13733,3,tomography,2
13734,3,demonstrated,1
13735,3,intrinsic,2
13736,3,approximately,1
13737,3,magnetic,3
13738,3,resonance,3
13739,3,imaging,1
13740,3,suggested,1
13741,3,cervical,2
13742,3,laminectomy,1
13743,3,confirmed,1
13744,3,noncaseating,1
13745,3,started,1
13746,3,subsequently,1
13747,3,gained,1
13748,3,extremity,1
13749,3,slightly,1
13750,3,proximal,2
13751,3,musculature,1
13752,3,sensory,1
13753,3,dermatome,1
13754,3,dependent,1
13755,3,selfcare,1
13756,3,mobility,1
13757,3,feeding,1
13758,3,initial,1
13759,3,inhibited,2
13760,3,spasticity,1
13761,3,requiring,1
13762,3,medication,11
13763,3,discharge,1
13764,3,independent,1
13765,3,change,2
13766,3,study,2
13767,3,reduction,1
13768,3,previous,1
13769,3,myelopathy,1
13770,3,presenting,1
13771,3,commonly,1
13772,3,involved,1
13773,3,survival,1
13774,3,averaged,1
13775,3,significant,1
13776,3,functional,1
13777,3,status,4
13778,3,consideration,1
13779,3,recommendation,1
13780,3,discussed,1
13781,3,anaesthesia,2
13782,3,daycar,3
13783,3,surgeri,4
13784,3,26gaug,2
13785,3,needl,2
13786,3,surgic,2
13787,3,fiftytwo,2
13788,3,male,10
13789,3,age,2
13790,3,1870,2
13791,3,yr,2
13792,3,496,2
13793,3,receiv,1
13794,3,incid,6
13795,3,headach,2
13796,3,back,4
13797,3,pain,4
13798,3,accept,1
13799,3,investig,1
13800,3,oper,1
13801,3,use,1
13802,3,questionnair,1
13803,3,postspin,1
13804,3,75,2
13805,3,113,2
13806,3,develop,1
13807,3,remain,2
13808,3,hospit,1
13809,3,hypotens,1
13810,3,dizzi,1
13811,3,major,1
13812,3,complic,1
13813,3,conclud,1
13814,3,easi,1
13815,3,perform,1
13816,3,cost,2
13817,3,effect,1
13818,3,daycare,3
13819,3,surgery,4
13820,3,26gauge,2
13821,3,needle,2
13822,3,studied,1
13823,3,surgical,2
13824,3,aged,1
13825,3,received,1
13826,3,incidence,6
13827,3,headache,2
13828,3,acceptability,2
13829,3,investigated,1
13830,3,operation,1
13831,3,using,1
13832,3,questionnaire,1
13833,3,postspinal,1
13834,3,developed,1
13835,3,remained,1
13836,3,hospital,1
13837,3,hypotension,1
13838,3,dizziness,1
13839,3,complication,1
13840,3,conclude,1
13841,3,easy,1
13842,3,effective,1
13843,3,acut,1
13844,3,hypermagnesemia,2
13845,3,lidocaineinduc,2
13846,3,seizur,5
13847,3,plasma,6
13848,3,magnesium,6
13849,3,mechan,3
13850,3,ventil,3
13851,3,seventi,1
13852,3,nitrou,1
13853,3,oxid,1
13854,3,thirti,1
13855,3,oxygen,4
13856,3,experi,1
13857,3,intraven,1
13858,3,either,2
13859,3,09,4
13860,3,chlorid,1
13861,3,50,2
13862,3,sulfat,4
13863,3,elev,1
13864,3,58,2
13865,3,01,2
13866,3,105,2
13867,3,10,4
13868,3,mgdl,4
13869,3,pregnant,12
13870,3,normomagnesemia,2
13871,3,result,2
13872,3,78,2
13873,3,14,2
13874,3,minut,1
13875,3,later,1
13876,3,continu,1
13877,3,infus,5
13878,3,lidocain,3
13879,3,23,2
13880,3,mgkg,2
13881,3,per,2
13882,3,begun,2
13883,3,bipariet,1
13884,3,electroencephalograph,1
13885,3,activ,3
13886,3,monitor,1
13887,3,onset,2
13888,3,arteri,4
13889,3,measur,4
13890,3,parenchym,3
13891,3,also,4
13892,3,assay,2
13893,3,differ,1
13894,3,solut,4
13895,3,hypermagnesem,1
13896,3,unalt,1
13897,3,administr,2
13898,3,alter,1
13899,3,neither,2
13900,3,associ,1
13901,3,acute,1
13902,3,lidocaineinduced,2
13903,3,seizure,5
13904,3,mechanically,1
13905,3,ventilated,1
13906,3,receiving,1
13907,3,seventy,1
13908,3,nitrous,1
13909,3,oxide,1
13910,3,thirty,1
13911,3,experiment,2
13912,3,intravenously,1
13913,3,chloride,1
13914,3,sulfate,4
13915,3,elevate,1
13916,3,resulting,1
13917,3,minute,1
13918,3,continuous,2
13919,3,intravenous,1
13920,3,infusion,3
13921,3,lidocaine,3
13922,3,biparietal,1
13923,3,electroencephalographic,1
13924,3,activity,3
13925,3,monitored,1
13926,3,continuously,1
13927,3,arterial,2
13928,3,measured,1
13929,3,parenchymal,3
13930,3,assayed,1
13931,3,difference,1
13932,3,solution,4
13933,3,hypermagnesemic,1
13934,3,unaltered,1
13935,3,administration,2
13936,3,alters,1
13937,3,associated,1
13938,3,identif,1
13939,3,pre,4
13940,3,postcentr,2
13941,3,gyri,5
13942,3,ct,2
13943,3,mr,4
13944,3,basi,1
13945,3,medullari,1
13946,3,pattern,2
13947,3,cerebr,1
13948,3,white,2
13949,3,matter,8
13950,3,author,4
13951,3,illustr,1
13952,3,new,2
13953,3,method,4
13954,3,identifi,1
13955,3,tomograph,1
13956,3,branch,2
13957,3,recognit,2
13958,3,central,2
13959,3,sulcu,1
13960,3,surfac,1
13961,3,arrang,1
13962,3,sulci,2
13963,3,analysi,2
13964,3,subject,2
13965,3,normal,6
13966,3,find,1
13967,3,rang,2
13968,3,newborn,2
13969,3,sixti,1
13970,3,fiftyseven,2
13971,3,fortyseven,2
13972,3,femal,1
13973,3,determin,1
13974,3,angiograph,1
13975,3,nine,2
13976,3,spaceoccupi,2
13977,3,especi,1
13978,3,help,2
13979,3,centrum,2
13980,3,semioval,1
13981,3,may,2
13982,3,blur,1
13983,3,depict,2
13984,3,sinc,1
13985,3,clearli,1
13986,3,facilit,1
13987,3,modal,1
13988,3,identification,1
13989,3,postcentral,2
13990,3,gyrus,1
13991,3,image,1
13992,3,basis,1
13993,3,medullary,1
13994,3,cerebral,1
13995,3,illustrate,1
13996,3,identify,1
13997,3,tomographic,1
13998,3,used,2
13999,3,depends,1
14000,3,recognition,2
14001,3,sulcus,3
14002,3,surface,1
14003,3,arrangement,1
14004,3,analysis,2
14005,3,finding,1
14006,3,range,2
14007,3,sixty,1
14008,3,female,1
14009,3,usefulness,1
14010,3,determined,1
14011,3,angiographic,1
14012,3,spaceoccupying,2
14013,3,especially,1
14014,3,helpful,1
14015,3,semiovale,1
14016,3,blurred,1
14017,3,depiction,1
14018,3,since,1
14019,3,depicts,1
14020,3,clearly,1
14021,3,facilitate,1
14022,3,modality,1
14023,3,alpha,8
14024,3,1antichymotrypsin,14
14025,3,possibl,1
14026,3,biochem,1
14027,3,marker,2
14028,3,alzheimertyp,1
14029,3,dementia,2
14030,3,thirtyeight,2
14031,3,control,6
14032,3,syndrom,5
14033,3,vascular,2
14034,3,eighteen,2
14035,3,parkinson,4
14036,3,diseas,4
14037,3,fourteen,2
14038,3,spinocerebellar,2
14039,3,degener,1
14040,3,fifteen,4
14041,3,cerebrovascular,4
14042,3,without,2
14043,3,duchenn,1
14044,3,muscular,2
14045,3,dystrophi,2
14046,3,cerebrospin,2
14047,3,fluid,4
14048,3,csf,2
14049,3,twentysix,4
14050,3,seven,6
14051,3,eleven,4
14052,3,degen,1
14053,3,agerel,1
14054,3,sex,2
14055,3,significantli,1
14056,3,specif,1
14057,3,higher,4
14058,3,p,8
14059,3,0001,2
14060,3,005,2
14061,3,earli,1
14062,3,stage,2
14063,3,wherea,1
14064,3,definit,2
14065,3,correl,1
14066,3,degre,1
14067,3,tend,3
14068,3,parallel,2
14069,3,data,2
14070,3,indic,1
14071,3,might,2
14072,3,upregul,1
14073,3,could,2
14074,3,screen,1
14075,3,addit,1
14076,3,reflect,1
14077,3,state,2
14078,3,possible,1
14079,3,biochemical,1
14080,3,alzheimertype,1
14081,3,syndrome,5
14082,3,disease,4
14083,3,degeneration,1
14084,3,duchenne,1
14085,3,dystrophy,2
14086,3,cerebrospinal,2
14087,3,degenerative,1
14088,3,agerelated,1
14089,3,significantly,1
14090,3,specifically,1
14091,3,elevated,1
14092,3,early,1
14093,3,whereas,1
14094,3,definite,2
14095,3,correlation,1
14096,3,degree,1
14097,3,tended,1
14098,3,correlated,1
14099,3,indicate,1
14100,3,independently,1
14101,3,upregulated,1
14102,3,concluded,1
14103,3,measurement,3
14104,3,useful,1
14105,3,screening,1
14106,3,addition,1
14107,3,profil,1
14108,3,opioid,7
14109,3,analgesia,2
14110,3,human,2
14111,3,alfentanil,10
14112,3,fentanyl,4
14113,3,morphin,2
14114,3,relationship,2
14115,3,drug,2
14116,3,analges,1
14117,3,follow,2
14118,3,individu,1
14119,3,respons,1
14120,3,among,2
14121,3,volunt,2
14122,3,predict,2
14123,3,would,2
14124,3,yield,1
14125,3,dispar,1
14126,3,physicochem,2
14127,3,pharmacokinet,1
14128,3,characterist,1
14129,3,ten,2
14130,3,healthi,1
14131,3,stimul,1
14132,3,teeth,2
14133,3,electr,1
14134,3,evok,2
14135,3,potenti,2
14136,3,ep,2
14137,3,pr,2
14138,3,repeatedli,1
14139,3,concurr,2
14140,3,drew,2
14141,3,blood,2
14142,3,sampl,1
14143,3,test,4
14144,3,period,2
14145,3,well,2
14146,3,defin,1
14147,3,ambigu,1
14148,3,exhibit,1
14149,3,mark,1
14150,3,hysteresi,1
14151,3,noteworthi,1
14152,3,greatest,2
14153,3,least,2
14154,3,inter,2
14155,3,intrasubject,2
14156,3,variabl,2
14157,3,across,2
14158,3,relat,1
14159,3,properti,1
14160,3,profile,1
14161,3,morphine,2
14162,3,experimental,2
14163,3,examines,1
14164,3,analgesic,1
14165,3,following,1
14166,3,ass,1
14167,3,individual,1
14168,3,response,1
14169,3,volunteer,2
14170,3,predicted,1
14171,3,opioids,3
14172,3,disparate,1
14173,3,physicochemical,2
14174,3,pharmacokinetic,1
14175,3,characteristic,1
14176,3,healthy,1
14177,3,different,1
14178,3,stimulated,1
14179,3,electrically,1
14180,3,evoked,2
14181,3,potential,2
14182,3,repeatedly,1
14183,3,concurrently,1
14184,3,sample,1
14185,3,defined,1
14186,3,ambiguous,1
14187,3,exhibited,1
14188,3,marked,1
14189,3,hysteresis,1
14190,3,noteworthy,1
14191,3,variability,1
14192,3,related,1
14193,3,property,1
14194,3,tested,1
14195,3,grave,3
14196,3,orbitopathi,4
14197,3,clinic,1
14198,3,highresolut,1
14199,3,seventyon,1
14200,3,fortytwo,2
14201,3,orbit,10
14202,3,forti,1
14203,3,retrospect,1
14204,3,subgroup,2
14205,3,optic,2
14206,3,neuropathi,2
14207,3,extraocular,4
14208,3,muscl,2
14209,3,diamet,2
14210,3,calcul,1
14211,3,index,1
14212,3,increas,2
14213,3,ophthalmopathi,1
14214,3,particularli,1
14215,3,affect,2
14216,3,superior,6
14217,3,634,2
14218,3,medial,6
14219,3,613,2
14220,3,inferior,4
14221,3,recti,1
14222,3,five,2
14223,3,solitari,1
14224,3,frequent,3
14225,3,63,2
14226,3,enlarg,1
14227,3,retrobulbar,2
14228,3,nerv,1
14229,3,sheath,4
14230,3,ophthalm,1
14231,3,vein,2
14232,3,note,1
14233,3,anterior,2
14234,3,displac,1
14235,3,lacrim,1
14236,3,gland,8
14237,3,palpabl,1
14238,3,occur,2
14239,3,apic,1
14240,3,crowd,1
14241,3,sensit,1
14242,3,graf,3
14243,3,orbitopathy,4
14244,3,clinical,1
14245,3,highresolution,1
14246,3,seventyone,1
14247,3,forty,1
14248,3,retrospectively,1
14249,3,reviewed,1
14250,3,subgrouped,1
14251,3,neuropathy,2
14252,3,muscle,2
14253,3,diameter,2
14254,3,calculated,1
14255,3,increased,1
14256,3,ophthalmopathy,1
14257,3,particularly,1
14258,3,affected,1
14259,3,rectus,1
14260,3,involvement,1
14261,3,solitary,1
14262,3,frequently,1
14263,3,enlargement,1
14264,3,nerve,1
14265,3,ophthalmic,1
14266,3,noted,1
14267,3,displacement,1
14268,3,lacrimal,1
14269,3,palpability,1
14270,3,occurred,1
14271,3,apical,1
14272,3,crowding,1
14273,3,sensitive,1
14274,3,indication,1
14275,3,intradur,4
14276,3,herniat,2
14277,3,thorac,1
14278,3,disc,2
14279,3,flaccid,6
14280,3,paraplegia,4
14281,3,consid,1
14282,3,event,2
14283,3,relev,1
14284,3,literatur,1
14285,3,twentyeight,2
14286,3,intradural,4
14287,3,herniation,1
14288,3,thoracic,1
14289,3,described,1
14290,3,considered,1
14291,3,relevant,1
14292,3,literature,1
14293,3,involving,1
14294,3,development,2
14295,3,dysmnesia,2
14296,3,poor,4
14297,3,reader,2
14298,3,22yrold,2
14299,3,moder,1
14300,3,dyslexia,2
14301,3,experienc,1
14302,3,memori,1
14303,3,spite,2
14304,3,intellig,1
14305,3,great,2
14306,3,difficulti,1
14307,3,learn,2
14308,3,histor,1
14309,3,geograph,1
14310,3,name,2
14311,3,mathemat,1
14312,3,formula,2
14313,3,poem,2
14314,3,song,2
14315,3,verbal,2
14316,3,letter,2
14317,3,alphabet,2
14318,3,month,6
14319,3,familiar,2
14320,3,face,2
14321,3,faulti,1
14322,3,time,2
14323,3,batteri,2
14324,3,deficit,2
14325,3,visual,4
14326,3,spatial,2
14327,3,preserv,1
14328,3,cognit,1
14329,3,mild,20
14330,3,read,2
14331,3,disabl,1
14332,3,evid,1
14333,3,patholog,1
14334,3,provid,1
14335,3,histori,1
14336,3,scan,1
14337,3,developmental,1
14338,3,moderate,1
14339,3,experienced,1
14340,3,memory,1
14341,3,intelligence,1
14342,3,difficulty,1
14343,3,learning,1
14344,3,historical,1
14345,3,geographical,1
14346,3,mathematical,1
14347,3,faulty,1
14348,3,battery,2
14349,3,preserved,1
14350,3,cognitive,4
14351,3,reading,3
14352,3,disability,1
14353,3,evidence,1
14354,3,pathology,1
14355,3,provided,1
14356,3,history,1
14357,3,scanning,1
14358,3,diagnost,2
14359,3,syncop,2
14360,3,problem,2
14361,3,caus,1
14362,3,wide,1
14363,3,varieti,1
14364,3,physiolog,1
14365,3,derang,1
14366,3,consequ,2
14367,3,condit,1
14368,3,immedi,2
14369,3,lifethreaten,1
14370,3,differenti,2
14371,3,diagnosi,1
14372,3,mani,1
14373,3,avail,1
14374,3,howev,2
14375,3,establish,1
14376,3,despit,1
14377,3,assign,2
14378,3,physic,7
14379,3,fortynin,1
14380,3,eightyf,1
14381,3,furthermor,1
14382,3,eight,4
14383,3,need,2
14384,3,routin,1
14385,3,inform,1
14386,3,arrhythmia,4
14387,3,diagnos,1
14388,3,electrocardiogram,2
14389,3,cardiac,2
14390,3,twentyseven,2
14391,3,telemetri,1
14392,3,holter,2
14393,3,stress,2
14394,3,carotid,2
14395,3,massag,1
14396,3,electrophysiolog,1
14397,3,problemat,1
14398,3,symptomat,7
14399,3,electrocardiograph,1
14400,3,found,2
14401,3,uniform,2
14402,3,agreement,2
14403,3,criteria,2
14404,3,abnorm,2
14405,3,exist,3
14406,3,upright,2
14407,3,tilt,3
14408,3,psychiatr,1
14409,3,recurr,4
14410,3,unknown,2
14411,3,organ,2
14412,3,heart,2
14413,3,base,1
14414,3,recent,2
14415,3,strategi,1
14416,3,util,1
14417,3,select,2
14418,3,goaldirect,1
14419,3,diagnostic,2
14420,3,syncope,2
14421,3,medical,1
14422,3,caused,1
14423,3,variety,1
14424,3,ranging,1
14425,3,physiologic,1
14426,3,derangement,1
14427,3,consequence,2
14428,3,condition,1
14429,3,immediately,1
14430,3,lifethreatening,1
14431,3,differential,1
14432,3,diagnosis,1
14433,3,many,1
14434,3,available,1
14435,3,however,2
14436,3,established,1
14437,3,despite,1
14438,3,assigned,2
14439,3,physical,6
14440,3,fortynine,1
14441,3,eightyfive,1
14442,3,furthermore,1
14443,3,additional,1
14444,3,suggestive,1
14445,3,cause,1
14446,3,confirmation,1
14447,3,specific,1
14448,3,routine,1
14449,3,diagnostically,1
14450,3,information,1
14451,3,identified,1
14452,3,diagnosed,1
14453,3,monitoring,1
14454,3,telemetry,1
14455,3,massage,1
14456,3,electrophysiologic,1
14457,3,problematic,1
14458,3,symptomatic,7
14459,3,electrocardiographic,1
14460,3,criterion,2
14461,3,abnormality,2
14462,3,testing,1
14463,3,psychiatric,1
14464,3,recurrent,4
14465,3,organic,2
14466,3,based,1
14467,3,strategy,1
14468,3,utilize,1
14469,3,selective,2
14470,3,goaldirected,1
14471,3,pseudospast,1
14472,3,guillainbarr,2
14473,3,woman,2
14474,3,flexion,4
14475,3,postur,1
14476,3,resembl,1
14477,3,motor,4
14478,3,neuron,4
14479,3,dysfunct,1
14480,3,emg,2
14481,3,involuntari,1
14482,3,peripher,2
14483,3,gener,1
14484,3,unit,18
14485,3,pseudospasticity,1
14486,3,guillainbarre,2
14487,3,posture,1
